"","IBA","ID","country","currentRich","futureRich","emmigrants","colonists","stablesp","GCM","SDM"
"17407","Salto do Piraí","20240","Brazil","169","169","2","2","167","GFDLCM3","RF"
"17408","Campos de Água Doce e Palmas","20241","Brazil","136","146","1","11","135","GFDLCM3","RF"
"17409","Região de Blumenau","20242","Brazil","157","159","3","5","154","GFDLCM3","RF"
"17410","Serra do Tabuleiro State Park (Parque Estadual da Serra do Tabuleiro IBA)","20243","Brazil","138","135","7","4","131","GFDLCM3","RF"
"17411","Painel / Urupema","20244","Brazil","145","145","2","2","143","GFDLCM3","RF"
"17412","Urubici","20245","Brazil","146","148","3","5","143","GFDLCM3","RF"
"17413","Parque Nacional de São Joaquim","20246","Brazil","140","140","6","6","134","GFDLCM3","RF"
"17414","Itirapina","20247","Brazil","145","87","63","5","82","GFDLCM3","RF"
"17415","Serra da Mantiqueira","20248","Brazil","194","185","11","2","183","GFDLCM3","RF"
"17416","Parque Estadual da Serra do Mar (entre Caraguatatuba e Picinguaba)","20250","Brazil","173","178","2","7","171","GFDLCM3","RF"
"17417","Serra da Cantareira","20251","Brazil","184","172","18","6","166","GFDLCM3","RF"
"17418","Parque Estadual da Serra do Mar (entre Santos e São Sebastião)","20252","Brazil","168","167","4","3","164","GFDLCM3","RF"
"17419","Bertioga","20253","Brazil","167","165","4","2","163","GFDLCM3","RF"
"17420","Ilhabela State Park (Parque Estadual de Ilhabela IBA)","20254","Brazil","153","153","2","2","151","GFDLCM3","RF"
"17421","Parque Estadual da Serra do Mar (entre Pedro de Toledo e Cubatão)","20255","Brazil","174","184","1","11","173","GFDLCM3","RF"
"17422","Itanhaém / Mongaguá","20256","Brazil","159","158","10","9","149","GFDLCM3","RF"
"17423","Maciço Florestal de Paranapiacaba","20258","Brazil","191","175","20","4","171","GFDLCM3","RF"
"17424","Estação Ecológica de Juréia-Itatins","20259","Brazil","175","176","5","6","170","GFDLCM3","RF"
"17425","Ilhas Comprida e Cananéia","20260","Brazil","169","144","32","7","137","GFDLCM3","RF"
"17426","Serra de Itabaiana e Matas de Areia Branca","20261","Brazil","52","44","11","3","41","GFDLCM3","RF"
"17427","Mata do Crasto e Restingas de Itaporanga e Estância","20262","Brazil","58","47","12","1","46","GFDLCM3","RF"
"17428","Maya-Lacandon","20355","Guatemala","91","87","8","4","83","GFDLCM3","RF"
"17429","Rio La Pasion","20356","Guatemala","59","63","5","9","54","GFDLCM3","RF"
"17430","Chiquibul","20358","Guatemala","72","70","4","2","68","GFDLCM3","RF"
"17431","Cuilco","20359","Guatemala","84","85","1","2","83","GFDLCM3","RF"
"17432","Cuchumatanes","20360","Guatemala","98","101","1","4","97","GFDLCM3","RF"
"17433","Cerro El Amay","20363","Guatemala","80","88","0","8","80","GFDLCM3","RF"
"17434","Sacranix","20364","Guatemala","90","97","1","8","89","GFDLCM3","RF"
"17435","Lachua-Ikbolay","20365","Guatemala","86","94","0","8","86","GFDLCM3","RF"
"17436","Candelaria-Campur","20366","Guatemala","83","92","1","10","82","GFDLCM3","RF"
"17437","Guatemalan Caribbean Slope","20367","Guatemala","94","94","3","3","91","GFDLCM3","RF"
"17438","Yalijux","20368","Guatemala","94","98","3","7","91","GFDLCM3","RF"
"17439","Sierra de las Minas-Motagua","20369","Guatemala","97","95","4","2","93","GFDLCM3","RF"
"17440","Tacana-Tajumulco (part of Guatemalan/Mexican Pacific Coastal Mountains AZE)","20370","Guatemala","86","87","1","2","85","GFDLCM3","RF"
"17441","Santiaguito Volcano (part of Guatemalan/Mexican Pacific Coastal Mountains AZE)","20371","Guatemala","73","71","5","3","68","GFDLCM3","RF"
"17442","Atitlan","20372","Guatemala","84","86","2","4","82","GFDLCM3","RF"
"17443","Antigua Guatemala","20373","Guatemala","72","79","1","8","71","GFDLCM3","RF"
"17444","Cerro Miramundo","20375","Guatemala","67","67","6","6","61","GFDLCM3","RF"
"17445","Montecristo","20377","Guatemala","56","60","3","7","53","GFDLCM3","RF"
"17446","Lake Güija","20378","Guatemala","46","47","1","2","45","GFDLCM3","RF"
"17447","Manchon-Guamuchal","20379","Guatemala","78","81","1","4","77","GFDLCM3","RF"
"17448","Monterrico-Rio La Paz","20381","Guatemala","33","45","2","14","31","GFDLCM3","RF"
"17449","Parque Nacional Defensores del Chaco","20392","Paraguay","76","71","8","3","68","GFDLCM3","RF"
"17450","Río Negro - Pantanal","20393","Paraguay","85","65","22","2","63","GFDLCM3","RF"
"17451","Parque Nacional Médanos del Chaco","20394","Paraguay","75","71","9","5","66","GFDLCM3","RF"
"17452","Parque Nacional Teniente Enciso","20395","Paraguay","71","63","12","4","59","GFDLCM3","RF"
"17453","Pozo Hondo","20396","Paraguay","70","56","18","4","52","GFDLCM3","RF"
"17454","Estancia Gran Siete","20397","Paraguay","71","67","6","2","65","GFDLCM3","RF"
"17455","Fortín Toledo","20398","Paraguay","73","70","5","2","68","GFDLCM3","RF"
"17456","Pirizal","20399","Paraguay","73","68","6","1","67","GFDLCM3","RF"
"17457","Lagunas Saladas - Riacho Yacaré","20400","Paraguay","74","70","5","1","69","GFDLCM3","RF"
"17458","Estancia Santa Asunción","20401","Paraguay","68","69","4","5","64","GFDLCM3","RF"
"17459","Guanacaste lowlands","20402","Costa Rica","60","59","7","6","53","GFDLCM3","RF"
"17460","Nicoya Peninsula","20403","Costa Rica","50","50","4","4","46","GFDLCM3","RF"
"17461","Palo Verde Wetlands","20404","Costa Rica","62","56","9","3","53","GFDLCM3","RF"
"17462","Nicoya Gulf mangroves and coastal areas","20405","Costa Rica","67","66","2","1","65","GFDLCM3","RF"
"17463","Tilarán Highlands","20406","Costa Rica","70","68","2","0","68","GFDLCM3","RF"
"17464","Arenal-Monteverde","20407","Costa Rica","61","59","3","1","58","GFDLCM3","RF"
"17465","Central Volcanic Cordillera","20408","Costa Rica","59","67","1","9","58","GFDLCM3","RF"
"17466","El Rodeo, Cerros de Escazú and La Carpintera","20409","Costa Rica","50","57","1","8","49","GFDLCM3","RF"
"17467","Talamanca Highlands","20410","Costa Rica","67","71","1","5","66","GFDLCM3","RF"
"17468","Tárcoles, Carara and La Cangreja","20411","Costa Rica","53","55","2","4","51","GFDLCM3","RF"
"17469","Los Santos, La Amistad Pacífico","20412","Costa Rica","71","70","3","2","68","GFDLCM3","RF"
"17470","Fila Costeña","20413","Costa Rica","61","61","3","3","58","GFDLCM3","RF"
"17471","Sierpe Wetlands and Osa Peninsula","20414","Costa Rica","57","54","4","1","53","GFDLCM3","RF"
"17472","Maleku-Caño Negro","20415","Costa Rica","55","54","6","5","49","GFDLCM3","RF"
"17473","Caribbean lowlands and wetlands","20416","Costa Rica","62","66","4","8","58","GFDLCM3","RF"
"17474","Pacuare, coastal wetlands and Migratory Bird Corridor","20417","Costa Rica","57","55","3","1","54","GFDLCM3","RF"
"17475","Cahuita, Gandoca-Manzanillo and Migratory Bird Corridor","20418","Costa Rica","57","58","2","3","55","GFDLCM3","RF"
"17476","La Amistad Caribe","20419","Costa Rica","69","73","0","4","69","GFDLCM3","RF"
"17477","Cocos Island","20420","Costa Rica","0","0","0","0","0","GFDLCM3","RF"
"17478","Cosiguina Volcano","20422","Nicaragua","50","48","5","3","45","GFDLCM3","RF"
"17479","Farallones de Cosiguina","20425","Nicaragua","45","48","3","6","42","GFDLCM3","RF"
"17480","Estero Real Delta and Apacunca Plains","20426","Nicaragua","47","46","5","4","42","GFDLCM3","RF"
"17481","San Cristóbal-Casita-Chonco Volcanic Complex","20427","Nicaragua","47","46","5","4","42","GFDLCM3","RF"
"17482","Momotombo Volcanic Complex","20429","Nicaragua","46","48","5","7","41","GFDLCM3","RF"
"17483","Wetlands of Northern Lake Managua","20430","Nicaragua","54","54","5","5","49","GFDLCM3","RF"
"17484","Chocoyero - El Brujo - Montibelli and adjacent landscape","20431","Nicaragua","39","48","5","14","34","GFDLCM3","RF"
"17485","Tisma Lagoon","20432","Nicaragua","27","23","6","2","21","GFDLCM3","RF"
"17486","Mombacho Volcano","20433","Nicaragua","37","44","5","12","32","GFDLCM3","RF"
"17487","Domitila","20434","Nicaragua","32","42","4","14","28","GFDLCM3","RF"
"17488","Escalante River-Chococente-Tecomapa","20435","Nicaragua","29","36","2","9","27","GFDLCM3","RF"
"17489","Maderas Volcano","20436","Nicaragua","38","35","8","5","30","GFDLCM3","RF"
"17490","Dipilto-Jalapa Mountain Range","20438","Nicaragua","64","55","14","5","50","GFDLCM3","RF"
"17491","Miraflor","20439","Nicaragua","46","40","9","3","37","GFDLCM3","RF"
"17492","Bosawas","20440","Nicaragua","73","77","2","6","71","GFDLCM3","RF"
"17493","Kilambe Hill","20441","Nicaragua","58","55","8","5","50","GFDLCM3","RF"
"17494","Peñas Blancas Massif","20442","Nicaragua","64","66","6","8","58","GFDLCM3","RF"
"17495","Datanlí-El Diablo Hill","20443","Nicaragua","64","66","6","8","58","GFDLCM3","RF"
"17496","El Jaguar","20444","Nicaragua","46","40","9","3","37","GFDLCM3","RF"
"17497","Arenal Hill","20445","Nicaragua","68","67","7","6","61","GFDLCM3","RF"
"17498","Musun Hill","20448","Nicaragua","60","64","6","10","54","GFDLCM3","RF"
"17499","Quirragua Mountains and adjacent landscape","20449","Nicaragua","63","57","15","9","48","GFDLCM3","RF"
"17500","Miskito Keys and terrestrial landscape","20450","Nicaragua","53","60","0","7","53","GFDLCM3","RF"
"17501","Prinzapolka/Alamikamba Rivers","20451","Nicaragua","50","59","5","14","45","GFDLCM3","RF"
"17502","Wawashan","20452","Nicaragua","56","65","1","10","55","GFDLCM3","RF"
"17503","Bluefields Bay and adjacent landscape","20453","Nicaragua","56","59","2","5","54","GFDLCM3","RF"
"17504","Silva Hill","20454","Nicaragua","59","63","2","6","57","GFDLCM3","RF"
"17505","Booby Cay Island","20455","Nicaragua","55","58","2","5","53","GFDLCM3","RF"
"17506","Punta Gorda","20456","Nicaragua","57","61","1","5","56","GFDLCM3","RF"
"17507","Indio Maíz","20457","Nicaragua","59","60","2","3","57","GFDLCM3","RF"
"17508","Los Guatuzos","20458","Nicaragua","62","58","8","4","54","GFDLCM3","RF"
"17509","Solentiname Archipielago","20459","Nicaragua","54","44","12","2","42","GFDLCM3","RF"
"17510","San Juan River - La Inmaculada Concepcion de Maria","20460","Nicaragua","58","58","3","3","55","GFDLCM3","RF"
"17511","Laguna Ganzo","20526","Paraguay","74","68","7","1","67","GFDLCM3","RF"
"17512","Parque Nacional Tinfunqué - Estero Patiño","20527","Paraguay","74","75","3","4","71","GFDLCM3","RF"
"17513","Estancia Estrella","20528","Paraguay","85","70","22","7","63","GFDLCM3","RF"
"17514","Cerrados de Concepción","20529","Paraguay","96","75","28","7","68","GFDLCM3","RF"
"17515","Arroyo Tagatiya","20530","Paraguay","92","70","29","7","63","GFDLCM3","RF"
"17516","Río Negro - Bajo Chaco","20531","Paraguay","69","68","5","4","64","GFDLCM3","RF"
"17517","Arroyo Blanco","20532","Paraguay","101","70","44","13","57","GFDLCM3","RF"
"17518","Cerro Guazú","20533","Paraguay","103","71","48","16","55","GFDLCM3","RF"
"17519","Ypané Medio","20534","Paraguay","99","73","44","18","55","GFDLCM3","RF"
"17520","Estancias Golondrina - El Trébol","20535","Paraguay","81","69","18","6","63","GFDLCM3","RF"
"17521","Cerrado de Laguna Blanca","20536","Paraguay","99","73","44","18","55","GFDLCM3","RF"
"17522","Estancia La Rafaela","20537","Paraguay","88","65","28","5","60","GFDLCM3","RF"
"17523","Paso Curuzú","20538","Paraguay","110","71","55","16","55","GFDLCM3","RF"
"17524","Bahía de Asunción","20539","Paraguay","78","66","18","6","60","GFDLCM3","RF"
"17525","Arroyos y Esteros","20540","Paraguay","112","69","50","7","62","GFDLCM3","RF"
"17526","Estancia Sombrero","20542","Paraguay","109","69","49","9","60","GFDLCM3","RF"
"17527","Lago Ypoa","20543","Paraguay","107","80","33","6","74","GFDLCM3","RF"
"17528","Estancia Redondo","20544","Paraguay","80","70","13","3","67","GFDLCM3","RF"
"17529","Bosque Mbaracayú","20545","Paraguay","134","77","72","15","62","GFDLCM3","RF"
"17530","Ka'aguy Rory","20546","Paraguay","124","78","63","17","61","GFDLCM3","RF"
"17531","Morombi","20547","Paraguay","133","77","72","16","61","GFDLCM3","RF"
"17532","Estancia Felicidad","20548","Paraguay","121","69","66","14","55","GFDLCM3","RF"
"17533","Serranías de San Joaquín","20549","Paraguay","122","75","59","12","63","GFDLCM3","RF"
"17534","Campo Llano","20550","Paraguay","96","76","24","4","72","GFDLCM3","RF"
"17535","Ybyturuzú","20551","Paraguay","124","81","53","10","71","GFDLCM3","RF"
"17536","Estancia Itabó","20552","Paraguay","134","73","72","11","62","GFDLCM3","RF"
"17537","Estancia La Graciela","20553","Paraguay","112","87","33","8","79","GFDLCM3","RF"
"17538","Refugio Carapá","20554","Paraguay","124","64","71","11","53","GFDLCM3","RF"
"17539","Ypeti","20555","Paraguay","130","90","54","14","76","GFDLCM3","RF"
"17540","Limoy","20556","Paraguay","133","70","73","10","60","GFDLCM3","RF"
"17541","Reserva Itabó - Itaipú","20557","Paraguay","129","75","64","10","65","GFDLCM3","RF"
"17542","Parque Nacional Caazapá","20558","Paraguay","130","90","48","8","82","GFDLCM3","RF"
"17543","Arrozal Codas","20559","Paraguay","113","77","46","10","67","GFDLCM3","RF"
"17544","Yabebyry","20560","Paraguay","103","88","19","4","84","GFDLCM3","RF"
"17545","Tapyta","20561","Paraguay","121","79","51","9","70","GFDLCM3","RF"
"17546","Parque Nacional San Rafael","20562","Paraguay","124","103","29","8","95","GFDLCM3","RF"
"17547","Estero Cabacuá","20563","Paraguay","121","79","51","9","70","GFDLCM3","RF"
"17548","La Yegreña","20564","Paraguay","118","105","23","10","95","GFDLCM3","RF"
"17549","Estero Ñu Guazú - General Artigas","20565","Paraguay","106","80","34","8","72","GFDLCM3","RF"
"17550","Estero Kuruñai","20566","Paraguay","104","102","8","6","96","GFDLCM3","RF"
"17551","Isla Yacyretá","20567","Paraguay","97","84","19","6","78","GFDLCM3","RF"
"17552","Estancia Muxfeldt","20568","Paraguay","129","75","61","7","68","GFDLCM3","RF"
"17553","Estero San José","20569","Paraguay","106","80","34","8","72","GFDLCM3","RF"
"17554","San Miguel Potrero","20570","Paraguay","103","99","8","4","95","GFDLCM3","RF"
"17555","Estero Ypyta","20571","Paraguay","103","99","8","4","95","GFDLCM3","RF"
"17556","Arroyo Tymaca","20572","Paraguay","103","99","8","4","95","GFDLCM3","RF"
"17557","Estero de San Mauricio","20573","Paraguay","103","99","8","4","95","GFDLCM3","RF"
"17558","Damani Wetlands","20639","Panama","48","54","2","8","46","GFDLCM3","RF"
"17559","Bahía Honda","20641","Panama","40","42","3","5","37","GFDLCM3","RF"
"17560","Chimán Islands","20648","Panama","37","44","1","8","36","GFDLCM3","RF"
"17561","Castillos Lagoon","20747","Uruguay","62","66","0","4","62","GFDLCM3","RF"
"17562","Rio Bravo CMA  Gallon Jug Estate","20760","Belize","74","63","12","1","62","GFDLCM3","RF"
"17563","Maya Mountains and southern reserves","20761","Belize","79","80","1","2","78","GFDLCM3","RF"
"17564","Northeastern Belize","20762","Belize","69","64","7","2","62","GFDLCM3","RF"
"17565","Crooked Tree and associated wetlands","20763","Belize","73","63","11","1","62","GFDLCM3","RF"
"17566","Belize Coastal and near shore islands","20764","Belize","87","85","3","1","84","GFDLCM3","RF"
"17567","Belize Off-shore and Barrier Islands","20766","Belize","85","85","2","2","83","GFDLCM3","RF"
"17568","Kekoldi","20775","Costa Rica","27","42","1","16","26","GFDLCM3","RF"
"17569","Central Pacific Mangrooves","20776","Costa Rica","58","54","5","1","53","GFDLCM3","RF"
"17570","Barra del Chuy - La Coronilla","20778","Uruguay","66","65","2","1","64","GFDLCM3","RF"
"17571","Rocha Lagoon","20825","Uruguay","60","59","1","0","59","GFDLCM3","RF"
"17572","José Ignacio Lagoon","20826","Uruguay","58","59","0","1","58","GFDLCM3","RF"
"17573","Arroyo Maldonado wetlands","20840","Uruguay","58","59","0","1","58","GFDLCM3","RF"
"17574","Península y Bahía de San Julián","20848","Argentina","35","30","6","1","29","GFDLCM3","RF"
"17575","Montecristo Forest","20880","El Salvador","52","58","1","7","51","GFDLCM3","RF"
"17576","The Alotepeque Range","20883","El Salvador","57","64","0","7","57","GFDLCM3","RF"
"17577","Jucuarán Hills","20885","El Salvador","35","41","3","9","32","GFDLCM3","RF"
"17578","The Volcans and San Marcelino","20886","El Salvador","41","49","0","8","41","GFDLCM3","RF"
"17579","San Vicente Volcano","20887","El Salvador","37","49","0","12","37","GFDLCM3","RF"
"17580","San Salvador Volcano","20888","El Salvador","40","48","0","8","40","GFDLCM3","RF"
"17581","Conchagua Volcano","20889","El Salvador","45","48","3","6","42","GFDLCM3","RF"
"17582","El Imposible Forest","20890","El Salvador","45","49","2","6","43","GFDLCM3","RF"
"17583","San Diego and La Barra","20891","El Salvador","61","64","0","3","61","GFDLCM3","RF"
"17584","Cerrón Grande","20892","El Salvador","62","71","0","9","62","GFDLCM3","RF"
"17585","Cinquera Forest","20893","El Salvador","41","53","0","12","41","GFDLCM3","RF"
"17586","San Miguel Volcano/El Jocotal Lagoon","20894","El Salvador","35","41","3","9","32","GFDLCM3","RF"
"17587","Jiquilisco and Jaltepeque","20895","El Salvador","44","46","5","7","39","GFDLCM3","RF"
"17588","Deininger","20896","El Salvador","45","48","2","5","43","GFDLCM3","RF"
"17589","La Joya","20897","El Salvador","37","49","0","12","37","GFDLCM3","RF"
"17590","Lake Olomega","20898","El Salvador","35","41","3","9","32","GFDLCM3","RF"
"17591","La Unión Bay","20899","El Salvador","45","48","3","6","42","GFDLCM3","RF"
"17592","Río Sapo/Perquín","20900","El Salvador","45","51","0","6","45","GFDLCM3","RF"
"17593","Los Cóbanos","20902","El Salvador","39","42","1","4","38","GFDLCM3","RF"
"17594","Bagre Biological Corridor","20903","Panama","62","57","5","0","57","GFDLCM3","RF"
"17595","Penino Beach and Santa Lucía Wetlands","20904","Uruguay","63","63","2","2","61","GFDLCM3","RF"
"17596","Eastern Wetlands","20910","Uruguay","71","75","1","5","70","GFDLCM3","RF"
"17597","Sierra de los Ríos","20934","Uruguay","68","69","4","5","64","GFDLCM3","RF"
"17598","del Este Hills","21849","Uruguay","65","69","0","4","65","GFDLCM3","RF"
"17599","Garzón Lagoon","21850","Uruguay","60","59","1","0","59","GFDLCM3","RF"
"17600","Quebradas de Treinta y Tres","21852","Uruguay","63","57","7","1","56","GFDLCM3","RF"
