Species
Scytalopus_novacapitalis
Myiodynastes_bairdii
Geotrygon_violacea
Amazona_farinosa
Crypturellus_noctivagus
Catharus_aurantiirostris
Leptopogon_taczanowskii
Microxenops_milleri
Orthogonys_chloricterus
Tangara_vitriolina
Cissopis_leverianus
Amazona_finschi
Pachyramphus_rufus
Nothocercus_bonapartei
Myiozetetes_granadensis
Asthenes_pyrrholeuca
Chlorostilbon_notatus
Hyloctistes_subulatus
Buteogallus_aequinoctialis
Icterus_auratus
Pteroglossus_sanguineus
Crax_daubentoni
Poecilotriccus_sylvia
Icterus_abeillei
Piaya_mexicana
Contopus_sordidulus
Saltator_orenocensis
Buteogallus_solitarius
Nothura_boraquira
Macroagelaius_imthurni
Phacellodomus_striaticeps
Cercomacra_brasiliana
Amaurospiza_moesta
Troglodytes_rufulus
Dysithamnus_mentalis
Colibri_delphinae
Drymophila_squamata
Tolmomyias_flaviventris
Platyrinchus_platyrhynchos
Androdon_aequatorialis
Calocitta_colliei
Penelope_superciliaris
Synallaxis_unirufa
Arremon_semitorquatus
Hylophylax_punctulatus
Spatula_puna
Basileuterus_bivittatus
Hemispingus_frontalis
Terenura_maculata
Euphonia_affinis
Furnarius_figulus
Topaza_pyra
Sublegatus_obscurior
Notharchus_pectoralis
Mackenziaena_severa
Sicalis_columbiana
Colonia_colonus
Heliactin_bilophus
Cotinga_cayana
Tigrisoma_mexicanum
Pipra_aureola
Epinecrophylla_leucophthalma
Pionus_reichenowi
Veniliornis_frontalis
Pionites_xanthomerius
Thamnophilus_multistriatus
Petrochelidon_rufocollaris
Sporophila_collaris
Ramphastos_brevis
Doryfera_johannae
Cranioleuca_pyrrhophia
Icterus_graduacauda
Anisognathus_lacrymosus
Tangara_guttata
Phaethornis_augusti
Myrmotherula_ignota
Phyllomyias_sclateri
Gallinago_undulata
Calochaetes_coccineus
Lepidopyga_goudoti
Formicarius_rufipectus
Rhynchotus_maculicollis
Heliodoxa_jacula
Myiopagis_flavivertex
Myiotheretes_fuscorufus
Thryothorus_genibarbis
Conopophaga_peruviana
Piculus_litae
Synallaxis_moesta
Brotogeris_tirica
Campephilus_gayaquilensis
Leptasthenura_setaria
Lipaugus_lanioides
Phaethornis_squalidus
Diopsittaca_cumanensis
Hylophilus_poicilotis
Phyllomyias_griseiceps
Myiobius_villosus
Coccothraustes_abeillei
Arundinicola_leucocephala
Syndactyla_dimidiata
Elaenia_obscura
Tangara_varia
Charadrius_modestus
Pheucticus_chrysopeplus
Phylloscartes_orbitalis
Thinocorus_rumicivorus
Dacnis_venusta
Sporophila_nigricollis
Cotinga_nattererii
Colaptes_melanochloros
Euphonia_cayennensis
Aratinga_nenday
Aeronautes_andecolus
Myioborus_miniatus
Brachygalba_albogularis
Elaenia_dayi
Melanerpes_rubricapillus
Drymophila_rubricollis
Touit_huetii
Phrygilus_alaudinus
Aimophila_ruficeps
Poospiza_cabanisi
Empidonax_occidentalis
Xenops_rutilans
Hemitriccus_diops
Phaethornis_subochraceus
Mitrephanes_phaeocercus
Myrmeciza_longipes
Gubernetes_yetapa
Passerina_leclancherii
Phaethornis_mexicanus
Cypseloides_senex
Selenidera_langsdorffii
Trogon_massena
Mareca_strepera
